kritik : kurang menghidupi kelasnya, kebanyakan mahasiswa yang bertela tela trhadap pelajaran medan ini, dan  lebih memahami  pada mahasiswanya yang belum bisa.;negatif
kritik saya, menerangkan materi yg mudah dipahami jgn muter muter. sulit sekali materi tsbt di pahami. lebih baik belajar dgn kyai saya yg mudah dipahami;negatif
kritik saya, tolong pak jgn seenaknya sendiri. saya tau anda dosen saya hargaiin, saya sopan santun. tapi bapak sendiri tidak bisa menghargai mahasiswa. tolong percaya kepada mahasiswa. ;negatif
kritik saya, untuk tidak menyampaikan materi kuliah dengan cepat, karena banyak mahasiswa yang tertinggal dalam memahami materi perkuliahan;negatif
"kuang jelas penerapannnya
";negatif
kuasai mahasiswa nya ;negatif
kuliah dijadual jam 7.50 masuknya jam 8.50 ðÿ™ƒ;negatif
"kuliahnya di leb truss pak biar leb semakin rame
";negatif
kurang dalam ketepatan waktu mengisi mata kuliah ;negatif
kurang detail ketika menjelaskan materi ;negatif
kurang dikeraskan suaranya saat mengajar;negatif
kurangi kecepatan dalam menerangkan;negatif
kurang jelas dalam pemberian materi ;negatif
kurang keras saat menyampaikan materi;negatif
kurang kompeten;negatif
kurang konsisten;negatif
kurang menarik daam penjeasan;negatif
"kurangnya dosen dalam masuk kelas
";negatif
kurangnya jadwal pembelajaran serta buruknya pemindahan jadwal;negatif
kurangnya pertemuan, dan materi diajarkan kurang jelas;negatif
kurangnya toleransi;negatif
kurang penjelasan;negatif
kurang profesional;negatif
kurang puas;negatif
kurang serius saat mengajar mohon di evaluasi lagi;negatif
kurang sesuai dlm pemberian nilai;negatif
kurang tegas materinya kurang sesuai;negatif
kurang tepat waktu dalam mengajar;negatif
kurang terperinci saat menjelaskan materi;negatif
kuranng waktu pertemuan;negatif
labih menghargai jerih payah mahasiswa;negatif
lain kali berikan contoh dan di praktekkan baru diujikan pak;negatif
lama tatap muka,  harusnya bisa lebih lama lagi, apalagi materi yang dibawakan sangat relevan untuk keadaaan saat ini;negatif
lanjut;positif
lanjutjab;positif
lanjutkan;positif
lanjutkan!;positif
lanjutkan materi agak mudah dipahami;positif
lanjutkann ;positif
lanjutkann pakk ;positif
lanjutkan pak;positif
lcd di kelas tolong dong di siapin betul betul buat mahasiswanya;negatif
lcd proyektor sering mati sendiri saat pelajaran berlangsung ;negatif
lcd tidak jelas & ac kadang mati;negatif
lebib telat waktu;negatif
lebiha baik lagi;negatif
lebiha baik lagi ;negatif
lebih aktif bu;negatif
lebih aktif dalam mengajar dan menghibur mahasiswa disaat kita tidak bisa menerima materi agar otak jadi fresh lagi;negatif
lebih aktif lagi;negatif
lebih aktif untuk berinteraksi kepada mahasiswa ;negatif
lebih baik lagi;negatif
lebih baik lagi dalam mengajar;negatif
lebih baik lagi dalam mengajar masih banyak mahasiswa yang belum paham apa yg dijelaskan;negatif
lebih baik lagi dalam mengajarnya;negatif
lebih baik lagi dalam mengajarnya masih banyak mahasiswa yang bosan dengan kuliahnya;negatif
lebih baik lagi kedepannya;negatif
lebih baik lagi kedepannya soal mengajarnya;negatif
lebih baik lagi untuk mengajar;negatif
lebih baik lagi y;negatif
lebih baik sebelum ke inti beri pemahaman umum sebelum ke yang spesifik;negatif
lebih banyak latihan soal supaya mahasiswa lebih memahami materi;negatif
"lebih banyak memberi contoh"" soal biar mahasiswa lebih banyak referensi soal";negatif
lebih banyak memberikan contoh soal biar mahasiswa lebih banyak referensi soal;negatif
lebih banyak meneraangkan dengan bahasa indonesia dulu sambil di imbangi bahasa inggris karena jika bahasa inggris saja kurang paham;negatif
lebih banyak menerangkan cara menggambar dengan baik serta cara menggunakan autocad karena di saat praktikum kurang paham;negatif
lebih berinteraksi dengan mhasiswa;negatif
lebih bisa memberikan toleransi ijin kepada mahasiswa;negatif
lebih bisa memberikan tolransi ijin kepada mahasiswa;negatif
lebih bnyak interaksi deggan mahasiswa;negatif
lebih ceria lagi bu;negatif
lebih detail dalam hal menjelaskan materi ;negatif
lebih detail lagi dalam hal menjelaskan materi;negatif
lebih diperbanyak contoh dan diperjelas;negatif
"lebih diperbanyak penjelasan
";negatif
lebih diperdalam;negatif
lebih diperdalam lagi;negatif
lebih diperhatikan lagi saat mengajar di ruang kelas agar waktu ajar tidak melebihi batas waktu yg sudah ditetapkan;negatif
lebih diperjelas dalam materi;negatif
lebih diperjelas lg klau memberikan materi;negatif
lebih di perkeras volume nya ketika menjelaskan ðÿ™‚;negatif
lebih di sesuaikan dengan topik pembelajaran ;negatif
lebih disiplin lagi untung datang tepat waktu pada perkuliahan pak;negatif
"lebih disiplin masalah jam perkuliahan.
materi harus esuai konteks mata kuliah";negatif
lebih ditingkatkan lagi;negatif
"lebih ditingkatkan lagi cara mengajarnya
";negatif
lebih ditingkatkan lagi proses belajar mengajar yang nyaman.;negatif
lebih ditingkatkan lagi proses mengajar yg nyaman. hidup kalkulusðÿ¤—â˜º;negatif
lebih ditingkatkan lagi proses pembelajaran yg nyaman sehingga mahasiswa tidak merasa tegang, namun ada selingan humor.;negatif
lebih ditingkatkan lagi sarana prasarana.;negatif
lebih ditingkatkan lagi untuk cara penyampaian materi pak;negatif
lebih ditingkatkan lagi untuk kedisiplinannya pak;negatif
lebih ditingkatkan lagi untuk penyampaian materinya pak;negatif
lebih ditingkatkan lg bu ;negatif
lebih ditingkatkan sarana prasarana.;negatif
lebih ditingkatkan ya, pak;negatif
lebih d tingkatkan lagi untuk ketepatan waktu hadir;negatif
lebih efektif dan tepat waktu;negatif
lebih efekyif dan tepat waktu;negatif
lebih efisien waktu;negatif
lebih jelas dalam menerangkan;negatif
lebih jelas dan baik lagi;negatif
lebih jelas lagi dalam hal menerangkan materi;negatif
"lebih jelas lagi dalam menjelaskan bu
";negatif
lebih jelas lagi dalam menjelaskan materi bu;negatif
"lebih jelas lagi dalam penyampaian materinya
";negatif
lebih jelas lagi saat menerangkan;negatif
lebih jelas lagi untuk kedepannya ;negatif
lebih jelas untuk penulisan di papan tulis;negatif
lebih keras suaranya dan lebih jelas lagi;negatif
"lebih kontrol emosi lagi bu
";negatif
lebih memperbanyak melakukan praktikum agar mahasiswa lebih tertarik terhadap mata kuliah ini ðÿ˜šðÿ˜š;negatif
lebih menguasai materi;negatif
"lebih menguasai materi lagi
";negatif
lebih meperhatikan mahasiswa yang rajin dan yang enggak;negatif
lebih on time kalo mau mengajar;negatif
lebih on time lagi;negatif
lebih on time saat akan makul;negatif
lebih pandai membagi waktu ya pak;negatif
lebih pelan dalam menerangakn;negatif
lebih pelan dalam menerangkan;negatif
lebih pelan lagi dalam hal menjelaskan materi;negatif
lebih pelan pelan dalam menjelaskan materi supaya mudah mencerna materi yang sulit;negatif
lebih rajin lagi jangan sering kosong;negatif
lebih rajin masuk pak ;negatif
lebih sabar dalam memberikan materi ;negatif
lebih sabar lagi bu;negatif
lebih sabar lagi dalam menjelaskan;negatif
lebih sabar lagi untuk kedepannya pak. ;negatif
lebih sabar menghadapi mahasiswa;negatif
lebih semangat;negatif
lebih semangat lagi ;negatif
lebih semangat lagi pak;negatif
lebih sering masuk ;negatif
lebih sesuai materi;negatif
lebih tanggung jawab lagi dengan tanggung jawab dan lebih tepat waktu. trimakasih;negatif
lebih tegas;negatif
lebih tegas dalam menyampaikan materi;negatif
lebih tegas lagi ya pak;negatif
lebih tegas terhadap mahasiswa yang tidak mau mengikuti matakuliah nya ;negatif
lebih tepat untuk kelas pagi;negatif
lebih tepat waktu;negatif
lebih tepat waktu dalam mengajar ;negatif
lebih tepat waktu dalam mengajar dan jangan terlalu banyak kelas kosong;negatif
lebih tepat waktu dalam pembelajaran;negatif
lebih tepat waktu dan sesuai jadwal ;negatif
lebih tepat waktu lagi;negatif
lebih teratur untuk jam kuliah;negatif
"lehih semangat
";negatif
lrbih bisa menghargai waktu dan menghidupkan situasi belajar mengajar;negatif
luangin waktu buat mengajar ya pakðÿ™ƒ;negatif
luar biasa;positif
luar biasa, tapi maaf ibu mengajarnya terlalu cepat;positif
luar biasa bagus;positif
luar biasa pak;positif
lumayan;positif
lumayan bagus;positif
lumayan baik;positif
luwes;positif
maaf bu saya jarang berangkat;netral
maaf bu saya sering absen;netral
maaf bu sebelum nya,saya agak kurang paham dengan cara yang di berikan ibu;negatif
maha benar;negatif
mahasiswa harus dipastikan benar benar paham, karena kebanyakan tidak, semangat;negatif
mahasiwa perlu di kontrol saat pemberian materi suapaya supaya lebih mengerti bu;negatif
makasihhh;positif
makin bagus;negatif
makin bagus kedepannya;negatif
makin baik lgii;negatif
makul nya harap sesuai dengan jadwal ya pak hehe;negatif
makul terlalu sering kosong ;negatif
mampu dalam menjelaskan pokok persoalan yang diajarkan secara detail sehingga mahasiswa dapat menangkap semua materi yang dijelaskan.;positif
manta;positif
mantaap;positif
mantaap lah pak dedi;positif
mantab;positif
mantab menyalurkan ilmunya;positif
mantab sekali cara mengajarnya pak dedi. respect;positif
mantap;positif
"mantap"" pak andree ðÿ˜";positif
"mantap"" pakk ";positif
mantap bu eli lanjutkan;positif
mantap bu eli the best;positif
mantap dosen idola;positif
mantap jiwa ;positif
mantap pak;positif
"mantap pak
(terima kasih)";positif
mantap pak dosen terbaik;positif
mantap penyampaian materi jelas pemberian nilai adil baik, 1 yng kurang bu terlalu cepat dalam penyampaian materi;negatif
mantappp;positif
mantapppp;positif
mantul;positif
mantulll;positif
mantulss;positif
mantuuul;positif
masih banyak mahasiswa yang tidak paham apa yang dijelaskan ,mungkin kedepannya lebih  baik lagi dalam cara penyampaiannya;negatif
masih bingung dalam menjelaskan sehingga mahasiswa belum paham;negatif
masuk selalu;netral
mata kuliah ecommerce dengan bu eli hanya satu kali pertemuan dan selebihnya dilanjutkan oleh pak faisal.;netral
materi bahan ajar dipersiapkan lagi;negatif
materi bisa dijelaskan secara menyeluruh;negatif
materi dan contoh soal ditambahin lagi. metode pembelajaran tolong diperbaikin dalam penyampaian materi. ;negatif
materi dan penyampaian materi baik dan bisa dipahami mahasiswa;positif
materi dan proses pembelajaran bagus akan tetapi sarana dan prasarana yang kurang mendukung ;netral
materi dan proses pembelajaran baik.;positif
materi dan proses pembelajaran mudah dipahami;positif
materi dan proses pembelajaran sangat baik, dan menerangkan didepan juga baik.;positif
materi dan proses pembelajaran sangat baik, ketepatan saat mengajar baik.;positif
materi dan proses pembelajaran sudah sangat bagus ;positif
materi dan proses pembelajaran sudah sangat bagus akan tetapi sarana dan prasarana yang kadang kurang memadai ;negatif
materi dan proses pembelajaran yang diajarkan baik. ketepatan saat mata kuliah cukup;positif
materi dan proses pembelajaran yang disampaikan sangat baik. selalu datang tepat waktu;positif
materi diperjelas;negatif
materi mudah dipahami;positif
materi nya dapat dimengerti tetapi bapak masih terpaku pada ppt.;negatif
materinya yang diajarkan sama trus;negatif
materi pembelajaran sudah cukup untuk dipahami;positif
materi pembelajaran yang disampaikan sudah bagus akan tetapi cara penyampaiannya yang kadang terlalu cepat ;negatif
materi proses pembelajaran kurang, ketepatan mengajar cukup.;negatif
materi sangat mudah dipahami;positif
materi susah dan penyampainnya yg kurang jelas;negatif
materi terkadang susah untuk dipahami. ;negatif
materi ulasan pembelajaran sudah di ajarkan dengan sangat baik;positif
materi untuk menggambar teknik mohon diperjelas;negatif
materi yang diajarkan cukup jelas. ;positif
materi yang diajarkan cukup jelas dan mudah difahami;positif
materi yang diajarkan dan proses pembelajaran yg diajarkan sangat baik. kedatangan saat proses pembelajarannya baik.;positif
materi yang diberikan bu suryani terkadang masih membuat mahasiswanya bingung dan bertanya2;negatif
materi yang diberikan cukup jelas ;positif
materi yang dijelaskan baik. informasi bagi mahasiswa baik. penyampaian dan pemahaman mahasiswa dalam materi yang menggunakan bahasa inggris diperbaiki lagi. terimakasih.;negatif
materi yang disampaikan dalam pembelajaran sangat bagus akan tetapi kadang ada sarana dan prasarana yang kurang mendukung ;negatif
"materi yang disampaikan kurang tertuju ke kewarganegaraan 
";negatif
materi yang disampaikan mudah dipahamami oleh mahasiswa dan sangant berguna untuk kedepannya;positif
materi yang disampaikan sangat baik. ketepatan waktu datang sangat tepat;positif
materi yang disampaikan tidak sesuai;negatif
"materi yg disampaikan hanya dari presentasi mahasiswanya sehingga audiens tidak terlalu paham dengan dengan materi yang disampaikan.
sebaiknya materi disampaikan oleh dosen langsung, agar lebih paham";negatif
materi yg disampaikan itu itu saja;negatif
matur nuwun pak;positif
memahami materinya terlalu rumit;negatif
membangkitkan minat belajar mahasiswa ;positif
membangkitkan minat belajar mahasiswa dam materi nya terlalu sulit untuk d pahami jadi tolong usahakan mahasiswa tetap tertarik .;negatif
membangkitkan semangat belajar mahasiswa;positif
memberikan banyak contoh latihan soal;negatif
memberikan ilmu yang bermanfaat  dan juga wawasan yang luas bagi kita semua agar bisa menjadi orang yang bermanfaat kelak;positif
memberikan materi dan contoh sesuai dengan keadaan yang sedang terjadi, mudah dipahami dan dicerna;positif
memberikan materi dengan baik dan selalu sabar;positif
memberikan materi lebih lengkap di power point;negatif
memberikan materi-materi yang sangat bermanfaat karena selalu membahas tentang agama terima kasih ;negatif
memberikan nilai tambahan kepada mahasiswa yang aktif;negatif
memberikan nilai tambahan kepada siswa yang aktif;negatif
memberikan suasana baru di dalam kelas;negatif
memberi materi yang mudah dipahami oleh mahasiswa nya;negatif
"membuat mahasiswa menjadi paham,  terimakasih pak. 
";positif
memotivasi untuk masa depan ;positif
memotivasi untuk menjadi manusia yang lebih baik;positif
memperbanyak lagi metode pembelajaran agar mahasiswa lebih aktif saat perkuliahan ðÿ˜š;negatif
mempertahankan cara mengajar pada mahasiswa;positif
memuaskan;positif
memuaskan.;positif
"mencairkan suasana kelas agar dapat melaksanakan kegiatan belajar mengajar dengan baik. 
";negatif
menciptakan suasana baru;negatif
mengajar bisa di pelajari mahasiswa;positif
mengajar dengan bagus dan bersikap tegas dengan bagus ke pada murid nya;positif
mengajar dengan baik dan bagus konsisten terhadap mahasiswa nya;positif
mengajar mudah di pahami;positif
mengajar mudah di pahami mahasiswa;positif
mengajar mudah dipahami tapi bikin pusing heheh;negatif
mengajarnya baik dan sebagai contoh mahasiswa;positif
mengajarnya enak , materi yang di berikan mudah di pahami .;positif
mengajarnya enak , mudah di mengerti;positif
mengajarnya enak materi yang di berikan mudah di pahami.;positif
mengajarnya jangan terlalu cepat bu;negatif
mengajarnya sangat baik;positif
mengajar sangat bisa di pahami;positif
mengajar sesuai jadwal yg sudah ditentukan;negatif
mengambil waktu ajar mengajar yg tepat dan jelas;negatif
mengembangkan cara mengajar supaya mahasiswa suka matakuliah ini;negatif
mengenai jadwal kuliah,semoga bisa lebih baik lagi;negatif
mengenal dengan baik dengan mahasiswa dan mampu menerima saran dan kritik dari mahasiswa, terima kasih;positif
menggabungkan teori matkul dengan hukum hukum islam;netral
menggajar lebih rilek lagi pak;negatif
mengjarnya kadang susah dimengrti;negatif
menguasai materi;positif
menguasai materi dengan baik. penyampaian terhadap mahasiswa lebih disiapkan. terimakasih.;positif
meningkatkan kualitas ajar mengajarnya ðÿ˜‡;negatif
menjelaskan materi secara detail sehingga dapat diterima dengan mudah oleh mahasiswa;negatif
menjelaskan materi secara perlahan-lahan;negatif
menjelaskannya mudah di pahami. tingkatkan lg bu ;negatif
menjelaskannya terlalu cepat;negatif
menjelaskan secara jelas dan rinci;positif
menurutku sudah cukup baik;positif
menurut saya, mungkin soal yang diujikan diharapkan berkaitan dengan tugas yang dibuat;negatif
menurut saya, penyampaian materi terlalu cepat. saran saya bila penyampaian materi cepat sebaiknya materi di share ke mahasiswa sebelum memulai perkuliahan;negatif
menurut saya, proses pembelajaran yang dilakukan sudah baik. tapi sebaiknya dilakukan latihan soal yang memiliki tipe yang tidak jauh berbeda dengan soal yang akan diujikan. ;negatif
menurut saya, proses pembelajaran yang dilakukan sudah baik. tetapi sebaiknya waktu pembelajaran dilakukan sesuai dengan jadwal yang telah ditentukan agar waktu yang digunakan dapat maksimal;negatif
menurut saya, proses pembelajaran yang telah dilaksanakan sudah sangat baik. tetapi hendaknya proses pembelajaran dilakukan setelah sholat, agar mahasiswa tidak melalaikan waktu sholat.;negatif
menurut saya, sebaiknya proses pembelajaran dilakukan sesuai dengan jadwal yang telah ditentukan agar waktu yang ada dapat digunakan dengan maksimal. ;negatif
menurut saya. sebaiknya proses pembelajaran dilakukan sesuai dengan jadwal yang telah ditentukan sehingga waktu yang ada dapat digunakan dengan maksimal.;negatif
menurut saya baik dalam mengajar;positif
menurut saya baik sarana prasarana ,metode maupun materi dalam proses pembelajaran sudah baik namun barang kali butuh peningkatan.;negatif
menurut saya bapak adalah dosen yang menarik bapak dapat menyatu seakan bapak juga sebagai mahasiswa jadi saya dapat dengan mudah menerima pelajaran dari bapak. terima kasih pak ;positif
"menurut saya bapak mengajar sudah baik
";positif
menurut saya cara penyampaian materi yang dilakukan beliau sudah baik, selalu tersenyum, matang dalam pemberian materi dan cukup menyenangkan.;positif
menurut saya dari semua aspek perkuliahan sudah baik dan sesuai hanya saya barang kali ada sistem yg kurang sesuai seperti finger yang mengakibatkakan data tidak sesuai dengan dosen ;negatif
menurut saya  metode pembelajaran atau gaya pembrlajaran yang digunakan kurang efisien, peru mengubah metode pembelajaran menggunakan metode diskusi atau resitasi supaya siswa lebih memahami dan ingat;negatif
menurut saya semua aspek sudah baik dan sesuai dengan kinerjanya namun barang kali sistem finger yang tidak sesuai dengan data dosen menyebabkan absensi mahasiswa tidak sesuai dengan data sebenarnya;negatif
menurut saya semua sudah baik dan sesuai dengan kinerja nya namun barang kali sistem finger yang direkam tidak sesuai dengan data di dosen menyebabkan absensi kita tidak sesuai dengan data;negatif
menurut saya sudah baik dalam penjelasan pelajaran tetapi terkadang terlalu cepat dalam menjelaskan ;negatif
menyampaikan materi dengan sangat jelas dan mudah di pahami;positif
menyenangkan;positif
menyulitkan mahasiswa masalah absensi;negatif
metode dan proses pembelajaran sudah bagus akan tetapi sarana dan prasarana yang kadang kurang memadai ;negatif
metode pembelajaran kurang sehingga mahasiswa susah untuk menangkap;negatif
metode pengajaran sudah cukup baik, semoga kedepan nya lebih di tingkatkan;positif
metode praktek yang sangat bermanfaat;positif
modulnya kalau bisa yang dalam bahasa indonesia ;negatif
mohon agar tidak mengganti kelas pada hari minggu karena banyak dari mahasiswa rantau yang ingin pulang dan bertemu keluarga;negatif
mohon dikurangi dalam hal keterlambatan;negatif
mohon diperbaiki dalam memberi nilai sekian terima kasih;negatif
mohon ditingkatann lagi;negatif
"mohon jangan sering kosong pak
";negatif
mohon maaf atas bahasa saya yang tidak sopan, menurut saya cara mengajar beliau sudah sangat bagus akan tetapi cara mengajarnya sangat cepat, kasihan mereka termasuk saya yang ketinggalan penjelasanny;negatif
mohon maaf atas bahasa saya yang tidak sopan, saya hanya ingin menyampaikan usul atas lampiran diatas;netral
mohon maaf kadang tidak mengerti apa yg dijelaskan;negatif
mohon maaf sebelumnya pak, untuk kedepannya tolong tepat waktu kalau mengajar;negatif
mohon selalu masuk pak;negatif
mohon untuk di perjelas untuk penyampain materi;negatif
"mohon untuk kedepannya diajarkan lebih detail lagi ya... ðÿ˜š serta konsep"" dan fungsi"" nya buat apa aja dalam algoritma dan struktur data";negatif
"mohon untuk ketepatan waktunya pak
";negatif
mohon untuk mengajarnya jangan terlalu cepat;negatif
mohon untuk mengajarnya jangan terlalu cepat bu;negatif
mohon untuk meningkatkan ketepatan waktu,atau memberitahu apa bila kuliah di liburkan;negatif
mohon untuk pembelajaran selanjutanyaa lebih perlahan dalam penyampaian materi;negatif
mohon untuk penyampaian materi lebih perlahan,karena tidak semua mahasiswa mrmiliki daya tangkap yg sama;negatif
mohon untuk perkuliahan metopel selanjutnya semoga semua mahasiswa bisa presentasi;negatif
mohon untuk perkuliahan selanjutnya semoga bisa sinkron dengan tujuan mata kuliahnya,. ;negatif
mohon untuk silabus device dan aplikasi elektronika lebih ditekankan ke pengaplikasianya terimakasih;negatif
"mohon untuk tepat waktu bapak
";negatif
mohon untuk waktu pengumpulan laporan praktikum diberi waktu lebih,dan untuk data yg hilang diberi kelonggaran;negatif
motivasi untuk disiplin;positif
motode penyampaianya  mudah dipahami;positif
"mudah2 an pak andre ngasih nilai a . aamiin
";netral
mudah dimengerti saat pembelajaran dan semoga lebih baik lagi kedepannya heeh;positif
mudah dipahami;positif
mudah dipahami dalam menjelaskan dan asik;positif
mudah dipahami dalam menjelaskan dan seru;positif
mudah dipahami dalam menjelaskan dan suasana pembelajaran seru;positif
mudah dipahami materinya;positif
mudah dipahami saat mengajar;positif
mudah dipahami saat pelajaran dan semoga bisa lebih baik lagi;positif
mungki memperbanyak metode prmbelajar agar mahasiswa tidak boring saat ada perkuliahan ðÿ˜š;negatif
mungkin bisa diperbanyak prakteknya pak, dari pada teorinya;negatif
mungkin bisa memperbanyak praktik pada saat perkuliahan ;negatif
mungkin dalam masalah ketepatan waktu saat pembelajaran kuliah bisa diperbaiki lagi pak. soalnya sering terlambat. terimakasih;negatif
mungkin dalam masalah pertemuan bisa diperbaiki lagi. terimakasih;negatif
mungkin dalam penyampaian materi jangan terlalu bertele-tele, dan juga lebih menghidupkan suasana kelas agar lebih aktif dan tidak  membosankan;negatif
mungkin dalam penyampaian materi lebih fokus, dan diperbanyak sesuai matkulny meskipun dengan disisipi dengan ajaran moral agama yang lebih setiap pertemuan itu sudah baik.;negatif
mungkin kalau bisa cari materi pembelajaran yang lebih mudah dipahami ketika akan diajarkan kepada mahasiswa;negatif
mungkin kalau menerangkan bisa mulai dari dasarnya dulu bukan langsung ke inti materi pembelajaran;negatif
mungkin karena sibuk kegiatan untuk jam makulnya lebih di atur lagi jangan mepet pas hari h uas;negatif
mungkin lebih diperbanyak metode pembelajarannya agar mahasiswa tidak mudah boring saat perkuliahan ðÿ˜š;negatif
"mungkin mahasiswa yang diam bukan asli pendiam coba di dekati yang penting tidak pilih2
";negatif
mungkin masih agak terlalu cepat dalam proses pembelajaran ;negatif
mungkin untuk pembelajaran agak dipelankan sedikit jangan terlalu  cepet.. makasih ;negatif
mungkin untuk selanjutnya diberi kelas khusus tutorial dr awal sampai akhir jika ada praktek2;negatif
ngajarnya enak , mudah di pahami ;positif
ngajarnya pelanin dikit bu yg belakang susah ngikutinnya heheh;negatif
ngajarnya pelan pelan ya bu sama suaranya  kurang lantang;negatif
ngajarnya pelan pelan ya pak;negatif
ngajarnya semangat pak;negatif
nice;positif
nice, materi uas uts di bicarakan dari awal perkuliahan ;positif
nice bu!!! ;positif
nilai yg dijanjikan hrs ditepati yg sudah ikut simulasi kebakaran di gkb;negatif
no coment;netral
nyapaikan materinya mudah di terima ;positif
ok;positif
ok baik;positif
oke;positif
okee;positif
oke pak;positif
oke sudah baik;positif
okk;positif
ok nice :);positif
on time dan memberi info jika libur;positif
ontime y pak, jika jadwal diajukan atau dimundurin mohon untuk konfirmasi kemahasiswa pak;negatif
orang yang perfectionism;positif
pada saat proses pembelajaran mood ibunya naik turun bikin tegang;negatif
pak agus baik;positif
pak agus pengajaran nya sudah sangat baik ;positif
pak andi sudah baik dalam menyampaikan materi;positif
pak andre mengajarnya sudah cukup baik;positif
pak braf mengajarnya sudah cukup baik;positif
pak dedi mantap :);positif
"pak dosen baik dalam mengisi kuliah, semoga dalam kuliah selanjutnya tidak sering kosong dan tepat waktu
terimakasih ";negatif
"pak dosen baik dalam mengisi kuliah dan membuat saya dapat mengerti tentang produksi, semoga lain kali tidak sering kosong 
terimakasih";negatif
pak irwan mengajarnya sudah cukup baik;positif
pak jam masuknya tolong diperjelas biar gak nunggu berjam2;negatif
pak jangan galak galak pak;negatif
pak kalau ngajar harus tepat waktu dong, jangan ngerubah jam sampai molor 1-2 jam, absen murid banyak yang kurang gara gara bapak sendiri, seharusnya bapak intropeksi bukan menyalahkan murid jika terl;negatif
pak kalo masuk kelas jangan telat banget, absennya jadi ga masuk;negatif
"pak kei nilai a nggih, maturnuwun:)
-fadlunrama-";netral
pak nerangin jangan cepet2;negatif
pak tolong di adakan praktek lapangan ;negatif
pak tolong hargai kami juga yang datang tepat waktu kami datang jam 7.50 bapaknya malah datang watku mata kuliah hampir selesai absen kita pun jadi terganggu kurang dari 75% semua ;negatif
pak turahmat sangat baik dalam mengajar. beliau mengajar dengan disisipi lelucon atau guyonan jadi membuat mahasiswanya dapat menangkap materi dengan baik.;positif
pak waktu nya kurang buat tubes nya hehe;negatif
pelan-pelan saat menjelaskan;negatif
pemahaman dan penguasaan materi baik. penyampaian mahasiswa supaya paham diperbaiki lagi. terimakasih.;positif
pemahaman mater;netral
pemahaman ra masuk;negatif
pembahasan materi yang simpel serta penjelasan yang mudah dipahami;positif
pembahasannya materi sesuai dengan materi yang di ajarkan biar mahasiswanya paham pak;negatif
pembahasan rumus jangan terlalu cepat bu;negatif
pembelajaran dikelas serius tapi santai,jadi kita sebagai mahasiswa dapat mengikutinya dengan baik.;positif
pembelajaran dikelas serius tapi santai,jadi kita sebagai mahasiswa sangat enjoy dalam mengikuti pembelajaran.;positif
pembelajaran dikelas yang serius tapi dilakukan dengan santai sehingga membuat mahasiswa betah,tetapi ruang kelas yang dipakai ada masalah yaitu ac nya mati.;negatif
pembelajaran dikelas yang serius tapi terbantu sedikit ketika dosennya bercerita,sehingga para mahasiswa tidak terlalu bosan dengan suasana dikelas.;positif
pembelajaran ini kurang menghidupkan kelas. dan lebih ditegaskan kembali.;negatif
pembelajaran jelas dan efektif;positif
pembelajaran jelas dan mudah dipahami;positif
"
pembelajaran jelas dan mudah dipahami";positif
pembelajaran lebih diefektifkan lagi;positif
pembelajaran monoton;negatif
pembelajaran mudah dimengerti;positif
pembelajaran nya baik dan kuliah nya cepat;positif
pembelajarannya efektif;positif
pembelajaran nya sangat membentuk karakter seseorang;positif
pembelajaran psikologi sangat menyenangkan karena dosennya mengajarnya dengan santai tapi tetap serius.;positif
pembelajaran sangat bagus;positif
pembelajaran sangat baik ;positif
pembelajaran sangat jelas;positif
pembelajaran sangat menarik;positif
pembelajaran sangat penting ;positif
pembelajaran sudah baik;positif
pembelajaran sudah baik, dan kalau bisa cari materi yang bisa mudah dipahami mahasiswanya;negatif
pembelajaran sudah baik, tetapi kalau bisa untuk penyampaian materi bisa diperjelas supaya mahasiswa bisa lebih paham aja yang diajarkan;negatif
pembelajaran sudah baik dan gaya mengajar bagus dan materi mudah dipahami;positif
pembelajaranya sangat membentuk karakter seseorang;positif
pembelajaran yg membosankan;negatif
pembelajar baik;positif
pembeljaranya sangat membetuk jiwa-jiwa engineering seseorang;positif
pemberian materi cukup jelas dan namun sering kosong jika diganti asdos kita tidak paham;negatif
pemberian materi mudah di fahami .;positif
pemberian materi terlalu cepat dan kadang susah dimengerti;negatif
pemberian materi yang kompleks, serta presentasi yang kurang begitu efektif.;negatif
pemberian materi yang sangat baik, banyak memberikan study kasus perih materi yang disampaikan, dan kita bisa memahami apa yang kita pelajari. terima kasih bu. ;positif
pemfokusan ke desain dan animasi sudah baik, tapi tugas akhir untuk membuat animasi dirasa agak sulit. saran, jika di kemudian hari ada workshop lagi tolong dibuka untuk umum bukan hanya untuk sma.;negatif
pendalaman materi lebih d perdalam;negatif
penerangan teori terlalu cepat;negatif
pengajarannya baik, materi yang sampaikan cukup jelas.;positif
pengajarannya di perhitungan terlalu cepat dan sulit untuk difahami;negatif
pengajarannya sangat baik dan gak bikin tegang saat proses pembelajaran, tidak membuat mengantuk;positif
pengajaran perhitungan terlalu cepat;negatif
pengambangan soft skillnya cukup baik;positif
pengembangan diri tidak ada perkuliahan aktif. jadi bagaimana saya harus menilai dosen tersebut? ;negatif
pengisian materi kurang lama;negatif
penguasaan dan menerangkan begitu baik;positif
penguasaan materi baik, penjelasan baik. pemahaman materi terhadap mahasiswa diperbaiki lagi. terimakasih.;positif
penguasaan materi dalam mengajar baik;positif
 penguasaan materi dalam mengajar sudan baik;positif
